holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
No,297.0,0.0,0.5,59,Snow,light snow,2025-09-26 12:00:00,1239
No,298.9,0.0,0.0,22,Clouds,overcast clouds,2025-09-26 13:00:00,1605
No,287.5,2.0,0.0,42,Rain,heavy rain,2025-09-26 14:00:00,992
No,283.4,0.5,0.0,21,Rain,light rain,2025-09-26 15:00:00,1185
No,302.4,0.0,0.5,73,Snow,light snow,2025-09-26 16:00:00,4463
No,310.1,0.0,0.0,89,Clouds,overcast clouds,2025-09-26 17:00:00,4086
No,299.0,0.0,0.0,27,Clouds,overcast clouds,2025-09-26 18:00:00,3719
No,297.6,0.0,0.0,77,Clear,sky is clear,2025-09-26 19:00:00,1122
No,310.8,0.0,0.0,4,Clouds,overcast clouds,2025-09-26 20:00:00,887
No,295.9,0.0,0.0,65,Clear,sky is clear,2025-09-26 21:00:00,854
No,288.6,0.0,0.0,53,Clouds,overcast clouds,2025-09-26 22:00:00,501
No,295.9,0.0,0.0,90,Clear,sky is clear,2025-09-26 23:00:00,587
No,303.8,2.0,0.0,85,Rain,heavy rain,2025-09-27 00:00:00,200
No,306.9,0.5,0.0,42,Rain,light rain,2025-09-27 01:00:00,200
No,288.3,0.0,0.0,46,Clouds,overcast clouds,2025-09-27 02:00:00,200
No,304.0,0.0,0.0,51,Clouds,overcast clouds,2025-09-27 03:00:00,200
No,296.1,0.5,0.0,44,Rain,light rain,2025-09-27 04:00:00,200
No,296.6,0.0,0.0,51,Clouds,overcast clouds,2025-09-27 05:00:00,200
No,284.8,0.0,0.0,54,Clear,sky is clear,2025-09-27 06:00:00,200
No,309.2,2.0,0.0,25,Rain,heavy rain,2025-09-27 07:00:00,3338
No,298.0,0.5,0.0,56,Rain,light rain,2025-09-27 08:00:00,2596
No,282.2,0.0,0.0,66,Clouds,overcast clouds,2025-09-27 09:00:00,4516
No,299.7,0.0,0.0,47,Clear,sky is clear,2025-09-27 10:00:00,452
No,292.6,0.0,0.5,6,Snow,light snow,2025-09-27 11:00:00,200
No,283.9,0.0,0.0,34,Clear,sky is clear,2025-09-27 12:00:00,315
No,304.5,0.0,0.0,100,Clouds,overcast clouds,2025-09-27 13:00:00,351
No,292.5,0.5,0.0,52,Rain,light rain,2025-09-27 14:00:00,355
No,289.9,0.0,0.0,12,Clear,sky is clear,2025-09-27 15:00:00,490
No,299.6,0.0,0.5,71,Snow,light snow,2025-09-27 16:00:00,3086
No,291.9,0.0,0.0,42,Clear,sky is clear,2025-09-27 17:00:00,2260
No,287.6,0.0,0.0,60,Clouds,overcast clouds,2025-09-27 18:00:00,3056
No,277.0,0.0,0.5,14,Snow,light snow,2025-09-27 19:00:00,200
No,299.7,0.0,0.0,61,Clear,sky is clear,2025-09-27 20:00:00,200
No,294.3,0.0,0.0,75,Clouds,overcast clouds,2025-09-27 21:00:00,200
No,306.9,2.0,0.0,37,Rain,heavy rain,2025-09-27 22:00:00,200
No,308.8,2.0,0.0,21,Rain,heavy rain,2025-09-27 23:00:00,200
No,297.9,0.0,0.5,73,Snow,light snow,2025-09-28 00:00:00,200
No,288.6,2.0,0.0,70,Rain,heavy rain,2025-09-28 01:00:00,200
No,291.7,0.0,0.5,67,Snow,light snow,2025-09-28 02:00:00,200
No,288.9,0.0,0.5,51,Snow,light snow,2025-09-28 03:00:00,200
No,288.8,0.0,0.0,54,Clear,sky is clear,2025-09-28 04:00:00,200
No,293.4,0.0,0.0,50,Clouds,overcast clouds,2025-09-28 05:00:00,200
No,298.0,2.0,0.0,24,Rain,heavy rain,2025-09-28 06:00:00,200
No,297.2,0.0,0.0,59,Clear,sky is clear,2025-09-28 07:00:00,4187
No,294.4,0.0,0.5,90,Snow,light snow,2025-09-28 08:00:00,1254
No,289.2,2.0,0.0,66,Rain,heavy rain,2025-09-28 09:00:00,3558
No,293.0,0.0,0.0,60,Clouds,overcast clouds,2025-09-28 10:00:00,200
No,313.8,0.5,0.0,68,Rain,light rain,2025-09-28 11:00:00,200
No,299.6,0.0,0.0,86,Clouds,overcast clouds,2025-09-28 12:00:00,240
No,285.4,0.0,0.0,4,Clear,sky is clear,2025-09-28 13:00:00,710
No,287.9,0.5,0.0,43,Rain,light rain,2025-09-28 14:00:00,200
No,289.7,2.0,0.0,49,Rain,heavy rain,2025-09-28 15:00:00,200
No,301.0,0.0,0.0,97,Clear,sky is clear,2025-09-28 16:00:00,2372
No,275.5,0.5,0.0,44,Rain,light rain,2025-09-28 17:00:00,3110
No,304.5,0.0,0.5,79,Snow,light snow,2025-09-28 18:00:00,2729
No,305.6,0.0,0.5,0,Snow,light snow,2025-09-28 19:00:00,200
No,284.4,0.0,0.5,73,Snow,light snow,2025-09-28 20:00:00,200
No,290.7,0.0,0.5,37,Snow,light snow,2025-09-28 21:00:00,200
No,281.9,0.0,0.5,67,Snow,light snow,2025-09-28 22:00:00,200
No,287.2,0.5,0.0,40,Rain,light rain,2025-09-28 23:00:00,200
No,299.4,0.0,0.5,86,Snow,light snow,2025-09-29 00:00:00,200
No,298.5,0.0,0.0,52,Clear,sky is clear,2025-09-29 01:00:00,631
No,291.4,0.0,0.0,19,Clear,sky is clear,2025-09-29 02:00:00,357
No,285.7,0.0,0.0,27,Clear,sky is clear,2025-09-29 03:00:00,626
No,296.3,0.5,0.0,64,Rain,light rain,2025-09-29 04:00:00,200
No,283.0,0.5,0.0,28,Rain,light rain,2025-09-29 05:00:00,387
No,297.2,2.0,0.0,51,Rain,heavy rain,2025-09-29 06:00:00,769
No,301.9,2.0,0.0,72,Rain,heavy rain,2025-09-29 07:00:00,4483
No,304.7,0.0,0.0,31,Clear,sky is clear,2025-09-29 08:00:00,4068
No,289.7,2.0,0.0,59,Rain,heavy rain,2025-09-29 09:00:00,4336
No,305.2,0.0,0.5,53,Snow,light snow,2025-09-29 10:00:00,661
No,291.8,0.0,0.0,92,Clear,sky is clear,2025-09-29 11:00:00,1309
No,279.7,0.0,0.0,83,Clouds,overcast clouds,2025-09-29 12:00:00,1395
No,284.0,0.0,0.5,90,Snow,light snow,2025-09-29 13:00:00,584
No,290.8,0.0,0.5,67,Snow,light snow,2025-09-29 14:00:00,888
No,291.0,0.0,0.0,19,Clouds,overcast clouds,2025-09-29 15:00:00,1331
No,307.9,0.0,0.0,79,Clouds,overcast clouds,2025-09-29 16:00:00,3544
No,278.0,0.5,0.0,59,Rain,light rain,2025-09-29 17:00:00,4191
No,303.0,2.0,0.0,7,Rain,heavy rain,2025-09-29 18:00:00,2637
No,288.1,0.0,0.0,54,Clouds,overcast clouds,2025-09-29 19:00:00,1035
No,289.1,0.5,0.0,39,Rain,light rain,2025-09-29 20:00:00,490
No,304.1,0.0,0.0,64,Clear,sky is clear,2025-09-29 21:00:00,642
No,305.5,0.0,0.0,59,Clouds,overcast clouds,2025-09-29 22:00:00,757
No,307.9,2.0,0.0,25,Rain,heavy rain,2025-09-29 23:00:00,200
No,304.5,0.5,0.0,75,Rain,light rain,2025-09-30 00:00:00,200
No,285.3,0.0,0.0,50,Clouds,overcast clouds,2025-09-30 01:00:00,396
No,294.4,2.0,0.0,61,Rain,heavy rain,2025-09-30 02:00:00,200
No,288.4,0.0,0.5,9,Snow,light snow,2025-09-30 03:00:00,200
No,291.0,2.0,0.0,76,Rain,heavy rain,2025-09-30 04:00:00,200
No,293.5,0.0,0.0,49,Clear,sky is clear,2025-09-30 05:00:00,760
No,301.1,0.0,0.5,30,Snow,light snow,2025-09-30 06:00:00,336
No,303.4,0.0,0.0,26,Clear,sky is clear,2025-09-30 07:00:00,4380
No,292.5,0.0,0.5,49,Snow,light snow,2025-09-30 08:00:00,3749
No,292.6,0.0,0.5,96,Snow,light snow,2025-09-30 09:00:00,2761
No,316.1,0.5,0.0,85,Rain,light rain,2025-09-30 10:00:00,1294
No,292.0,0.0,0.0,38,Clouds,overcast clouds,2025-09-30 11:00:00,1277
No,286.6,0.0,0.0,29,Clear,sky is clear,2025-09-30 12:00:00,1626
No,301.1,2.0,0.0,50,Rain,heavy rain,2025-09-30 13:00:00,1159
No,300.0,0.0,0.5,63,Snow,light snow,2025-09-30 14:00:00,798
No,294.1,0.0,0.0,49,Clear,sky is clear,2025-09-30 15:00:00,1280
No,305.6,2.0,0.0,77,Rain,heavy rain,2025-09-30 16:00:00,4573
No,294.5,2.0,0.0,26,Rain,heavy rain,2025-09-30 17:00:00,3209
No,270.3,0.0,0.0,28,Clear,sky is clear,2025-09-30 18:00:00,3293
No,297.4,0.0,0.0,40,Clear,sky is clear,2025-09-30 19:00:00,900
No,288.0,0.0,0.0,31,Clear,sky is clear,2025-09-30 20:00:00,970
No,295.7,0.0,0.0,34,Clear,sky is clear,2025-09-30 21:00:00,925
No,294.6,0.0,0.0,72,Clear,sky is clear,2025-09-30 22:00:00,501
No,288.6,0.0,0.0,55,Clouds,overcast clouds,2025-09-30 23:00:00,693
No,287.1,0.0,0.0,27,Clear,sky is clear,2025-10-01 00:00:00,696
No,293.7,0.5,0.0,63,Rain,light rain,2025-10-01 01:00:00,417
No,298.2,0.0,0.0,77,Clear,sky is clear,2025-10-01 02:00:00,596
No,291.5,0.0,0.0,41,Clear,sky is clear,2025-10-01 03:00:00,678
No,305.0,0.0,0.0,74,Clear,sky is clear,2025-10-01 04:00:00,494
No,287.3,0.0,0.0,50,Clear,sky is clear,2025-10-01 05:00:00,891
No,291.3,0.0,0.0,64,Clouds,overcast clouds,2025-10-01 06:00:00,856
No,282.4,0.5,0.0,63,Rain,light rain,2025-10-01 07:00:00,4427
No,309.3,0.0,0.5,43,Snow,light snow,2025-10-01 08:00:00,4195
No,309.3,0.0,0.0,9,Clear,sky is clear,2025-10-01 09:00:00,4604
No,292.4,2.0,0.0,22,Rain,heavy rain,2025-10-01 10:00:00,826
No,290.0,0.0,0.0,54,Clear,sky is clear,2025-10-01 11:00:00,1627
No,300.2,2.0,0.0,50,Rain,heavy rain,2025-10-01 12:00:00,913
No,308.5,0.0,0.0,98,Clouds,overcast clouds,2025-10-01 13:00:00,1502
No,294.6,0.0,0.0,43,Clear,sky is clear,2025-10-01 14:00:00,1660
No,306.4,2.0,0.0,23,Rain,heavy rain,2025-10-01 15:00:00,1011
No,276.0,2.0,0.0,43,Rain,heavy rain,2025-10-01 16:00:00,4368
No,284.7,0.0,0.0,37,Clear,sky is clear,2025-10-01 17:00:00,4160
No,288.2,0.0,0.0,0,Clouds,overcast clouds,2025-10-01 18:00:00,4569
No,292.7,0.0,0.0,31,Clear,sky is clear,2025-10-01 19:00:00,930
No,289.3,2.0,0.0,54,Rain,heavy rain,2025-10-01 20:00:00,430
No,281.9,0.5,0.0,96,Rain,light rain,2025-10-01 21:00:00,386
No,303.3,0.0,0.5,99,Snow,light snow,2025-10-01 22:00:00,200
No,292.3,0.5,0.0,61,Rain,light rain,2025-10-01 23:00:00,200
Yes,291.8,0.0,0.0,61,Clouds,overcast clouds,2025-10-02 00:00:00,638
Yes,303.8,2.0,0.0,57,Rain,heavy rain,2025-10-02 01:00:00,200
Yes,299.0,0.0,0.0,79,Clear,sky is clear,2025-10-02 02:00:00,604
Yes,287.5,0.5,0.0,54,Rain,light rain,2025-10-02 03:00:00,317
Yes,302.9,0.0,0.0,0,Clouds,overcast clouds,2025-10-02 04:00:00,633
Yes,288.3,0.0,0.0,95,Clouds,overcast clouds,2025-10-02 05:00:00,628
Yes,304.8,2.0,0.0,34,Rain,heavy rain,2025-10-02 06:00:00,532
Yes,286.9,0.0,0.0,14,Clouds,overcast clouds,2025-10-02 07:00:00,3758
Yes,301.5,0.0,0.0,63,Clouds,overcast clouds,2025-10-02 08:00:00,4492
Yes,292.5,2.0,0.0,97,Rain,heavy rain,2025-10-02 09:00:00,3372
Yes,288.6,0.0,0.0,100,Clear,sky is clear,2025-10-02 10:00:00,1499
Yes,284.2,0.0,0.5,19,Snow,light snow,2025-10-02 11:00:00,1021
Yes,311.3,2.0,0.0,28,Rain,heavy rain,2025-10-02 12:00:00,690
Yes,293.3,0.5,0.0,42,Rain,light rain,2025-10-02 13:00:00,1212
Yes,289.8,0.0,0.5,65,Snow,light snow,2025-10-02 14:00:00,868
Yes,304.7,2.0,0.0,27,Rain,heavy rain,2025-10-02 15:00:00,1060
Yes,289.2,0.0,0.5,78,Snow,light snow,2025-10-02 16:00:00,3565
Yes,285.8,0.0,0.0,61,Clouds,overcast clouds,2025-10-02 17:00:00,3973
Yes,294.5,0.5,0.0,27,Rain,light rain,2025-10-02 18:00:00,4336
Yes,288.4,0.0,0.0,48,Clouds,overcast clouds,2025-10-02 19:00:00,908
Yes,282.3,0.0,0.0,54,Clouds,overcast clouds,2025-10-02 20:00:00,932
Yes,290.7,0.0,0.0,34,Clear,sky is clear,2025-10-02 21:00:00,787
Yes,296.0,0.0,0.0,59,Clouds,overcast clouds,2025-10-02 22:00:00,481
Yes,302.2,0.0,0.5,47,Snow,light snow,2025-10-02 23:00:00,200
No,288.2,0.0,0.5,64,Snow,light snow,2025-10-03 00:00:00,200
No,290.7,2.0,0.0,71,Rain,heavy rain,2025-10-03 01:00:00,200
No,321.2,0.5,0.0,75,Rain,light rain,2025-10-03 02:00:00,200
No,288.9,0.0,0.0,2,Clear,sky is clear,2025-10-03 03:00:00,674
No,291.5,0.5,0.0,66,Rain,light rain,2025-10-03 04:00:00,200
No,282.2,2.0,0.0,32,Rain,heavy rain,2025-10-03 05:00:00,200
No,306.0,0.0,0.0,38,Clear,sky is clear,2025-10-03 06:00:00,942
No,298.8,0.5,0.0,88,Rain,light rain,2025-10-03 07:00:00,3005
No,284.7,0.5,0.0,60,Rain,light rain,2025-10-03 08:00:00,4607
No,302.1,2.0,0.0,83,Rain,heavy rain,2025-10-03 09:00:00,3367
No,293.2,0.5,0.0,57,Rain,light rain,2025-10-03 10:00:00,888
No,300.7,2.0,0.0,79,Rain,heavy rain,2025-10-03 11:00:00,951
No,307.5,0.5,0.0,77,Rain,light rain,2025-10-03 12:00:00,1181
No,289.3,2.0,0.0,81,Rain,heavy rain,2025-10-03 13:00:00,1165
No,312.2,0.0,0.5,45,Snow,light snow,2025-10-03 14:00:00,898
No,299.0,2.0,0.0,11,Rain,heavy rain,2025-10-03 15:00:00,667
No,313.0,0.0,0.0,74,Clear,sky is clear,2025-10-03 16:00:00,3904
No,296.5,0.0,0.0,80,Clouds,overcast clouds,2025-10-03 17:00:00,4463
No,281.3,0.5,0.0,74,Rain,light rain,2025-10-03 18:00:00,3850
No,286.8,0.0,0.0,29,Clear,sky is clear,2025-10-03 19:00:00,1126
No,290.0,0.0,0.5,78,Snow,light snow,2025-10-03 20:00:00,200
No,302.4,0.0,0.0,44,Clear,sky is clear,2025-10-03 21:00:00,763
No,285.9,0.5,0.0,78,Rain,light rain,2025-10-03 22:00:00,200
No,297.9,0.0,0.0,9,Clouds,overcast clouds,2025-10-03 23:00:00,390
No,297.1,2.0,0.0,30,Rain,heavy rain,2025-10-04 00:00:00,200
No,301.7,0.0,0.5,100,Snow,light snow,2025-10-04 01:00:00,200
No,298.1,0.0,0.0,57,Clouds,overcast clouds,2025-10-04 02:00:00,200
No,281.8,0.5,0.0,53,Rain,light rain,2025-10-04 03:00:00,200
No,302.2,0.0,0.5,39,Snow,light snow,2025-10-04 04:00:00,200
No,314.1,2.0,0.0,59,Rain,heavy rain,2025-10-04 05:00:00,200
No,305.8,0.0,0.0,73,Clear,sky is clear,2025-10-04 06:00:00,200
No,299.8,0.0,0.5,65,Snow,light snow,2025-10-04 07:00:00,2127
No,298.6,0.0,0.0,75,Clear,sky is clear,2025-10-04 08:00:00,3174
No,299.5,0.0,0.0,35,Clouds,overcast clouds,2025-10-04 09:00:00,2163
No,297.7,0.0,0.0,0,Clear,sky is clear,2025-10-04 10:00:00,200
No,289.5,0.0,0.0,71,Clouds,overcast clouds,2025-10-04 11:00:00,200
No,274.5,0.5,0.0,51,Rain,light rain,2025-10-04 12:00:00,200
No,296.1,0.0,0.0,57,Clear,sky is clear,2025-10-04 13:00:00,283
No,289.2,0.0,0.5,69,Snow,light snow,2025-10-04 14:00:00,200
No,298.8,0.5,0.0,50,Rain,light rain,2025-10-04 15:00:00,200
No,295.5,0.5,0.0,58,Rain,light rain,2025-10-04 16:00:00,2945
No,297.8,0.0,0.5,41,Snow,light snow,2025-10-04 17:00:00,1195
No,300.4,2.0,0.0,49,Rain,heavy rain,2025-10-04 18:00:00,1279
No,300.4,0.5,0.0,91,Rain,light rain,2025-10-04 19:00:00,200
No,288.7,0.0,0.5,42,Snow,light snow,2025-10-04 20:00:00,200
No,282.2,0.0,0.0,27,Clear,sky is clear,2025-10-04 21:00:00,200
No,294.1,0.0,0.0,56,Clear,sky is clear,2025-10-04 22:00:00,200
No,299.4,0.0,0.5,34,Snow,light snow,2025-10-04 23:00:00,200
No,293.4,0.5,0.0,80,Rain,light rain,2025-10-05 00:00:00,200
No,295.2,0.5,0.0,64,Rain,light rain,2025-10-05 01:00:00,200
No,309.6,0.0,0.0,71,Clouds,overcast clouds,2025-10-05 02:00:00,200
No,272.4,0.0,0.0,44,Clouds,overcast clouds,2025-10-05 03:00:00,200
No,297.4,2.0,0.0,45,Rain,heavy rain,2025-10-05 04:00:00,200
No,292.4,0.5,0.0,69,Rain,light rain,2025-10-05 05:00:00,200
No,297.1,0.5,0.0,78,Rain,light rain,2025-10-05 06:00:00,200
No,296.0,0.0,0.0,24,Clouds,overcast clouds,2025-10-05 07:00:00,3769
No,287.9,0.5,0.0,77,Rain,light rain,2025-10-05 08:00:00,1819
No,293.5,0.0,0.0,48,Clouds,overcast clouds,2025-10-05 09:00:00,3210
No,282.2,2.0,0.0,0,Rain,heavy rain,2025-10-05 10:00:00,200
No,292.7,0.5,0.0,52,Rain,light rain,2025-10-05 11:00:00,200
No,282.9,0.0,0.5,78,Snow,light snow,2025-10-05 12:00:00,200
No,291.1,2.0,0.0,50,Rain,heavy rain,2025-10-05 13:00:00,200
No,292.7,0.0,0.0,35,Clouds,overcast clouds,2025-10-05 14:00:00,200
No,307.2,0.5,0.0,24,Rain,light rain,2025-10-05 15:00:00,200
No,297.5,0.5,0.0,41,Rain,light rain,2025-10-05 16:00:00,2949
No,296.6,0.5,0.0,46,Rain,light rain,2025-10-05 17:00:00,2974
No,301.5,2.0,0.0,23,Rain,heavy rain,2025-10-05 18:00:00,1743
No,306.6,0.0,0.5,26,Snow,light snow,2025-10-05 19:00:00,200
No,287.7,0.0,0.0,49,Clouds,overcast clouds,2025-10-05 20:00:00,200
No,282.8,0.0,0.0,70,Clear,sky is clear,2025-10-05 21:00:00,200
No,306.5,2.0,0.0,35,Rain,heavy rain,2025-10-05 22:00:00,200
No,297.6,0.5,0.0,3,Rain,light rain,2025-10-05 23:00:00,200
No,299.9,0.5,0.0,47,Rain,light rain,2025-10-06 00:00:00,200
No,294.8,0.0,0.0,74,Clouds,overcast clouds,2025-10-06 01:00:00,663
No,290.2,0.0,0.0,53,Clouds,overcast clouds,2025-10-06 02:00:00,712
No,302.3,0.0,0.5,45,Snow,light snow,2025-10-06 03:00:00,200
No,295.6,0.0,0.0,44,Clouds,overcast clouds,2025-10-06 04:00:00,498
No,287.8,2.0,0.0,76,Rain,heavy rain,2025-10-06 05:00:00,321
No,299.9,0.0,0.5,82,Snow,light snow,2025-10-06 06:00:00,422
No,322.7,0.0,0.0,15,Clear,sky is clear,2025-10-06 07:00:00,4844
No,301.6,0.0,0.0,47,Clouds,overcast clouds,2025-10-06 08:00:00,5142
No,292.0,0.0,0.0,83,Clouds,overcast clouds,2025-10-06 09:00:00,3962
No,291.2,0.5,0.0,76,Rain,light rain,2025-10-06 10:00:00,1250
No,297.5,0.0,0.0,26,Clear,sky is clear,2025-10-06 11:00:00,1586
No,301.5,0.0,0.0,63,Clouds,overcast clouds,2025-10-06 12:00:00,1413
No,290.2,2.0,0.0,67,Rain,heavy rain,2025-10-06 13:00:00,910
No,297.8,2.0,0.0,60,Rain,heavy rain,2025-10-06 14:00:00,990
No,303.4,0.0,0.0,33,Clouds,overcast clouds,2025-10-06 15:00:00,1495
No,282.8,0.0,0.0,74,Clear,sky is clear,2025-10-06 16:00:00,4904
No,287.6,0.5,0.0,28,Rain,light rain,2025-10-06 17:00:00,3473
No,306.2,0.5,0.0,18,Rain,light rain,2025-10-06 18:00:00,3480
No,298.6,0.0,0.5,61,Snow,light snow,2025-10-06 19:00:00,200
No,289.0,0.0,0.5,37,Snow,light snow,2025-10-06 20:00:00,400
No,294.4,0.0,0.0,16,Clear,sky is clear,2025-10-06 21:00:00,738
No,284.6,0.5,0.0,97,Rain,light rain,2025-10-06 22:00:00,337
No,292.9,0.5,0.0,76,Rain,light rain,2025-10-06 23:00:00,331
No,281.8,0.0,0.5,38,Snow,light snow,2025-10-07 00:00:00,200
No,294.8,0.0,0.5,100,Snow,light snow,2025-10-07 01:00:00,200
No,293.4,0.5,0.0,41,Rain,light rain,2025-10-07 02:00:00,200
No,317.8,0.0,0.0,22,Clear,sky is clear,2025-10-07 03:00:00,682
No,295.9,2.0,0.0,34,Rain,heavy rain,2025-10-07 04:00:00,200
No,277.3,2.0,0.0,58,Rain,heavy rain,2025-10-07 05:00:00,200
No,304.3,0.0,0.0,42,Clouds,overcast clouds,2025-10-07 06:00:00,1068
No,294.5,2.0,0.0,84,Rain,heavy rain,2025-10-07 07:00:00,3987
No,303.2,0.0,0.0,31,Clear,sky is clear,2025-10-07 08:00:00,5106
No,306.5,0.0,0.0,62,Clear,sky is clear,2025-10-07 09:00:00,4954
No,304.1,2.0,0.0,30,Rain,heavy rain,2025-10-07 10:00:00,1143
No,293.7,2.0,0.0,37,Rain,heavy rain,2025-10-07 11:00:00,938
No,282.5,0.0,0.0,77,Clear,sky is clear,2025-10-07 12:00:00,1349
No,305.3,0.0,0.0,60,Clouds,overcast clouds,2025-10-07 13:00:00,1420
No,275.6,0.0,0.0,54,Clear,sky is clear,2025-10-07 14:00:00,1463
No,309.3,0.5,0.0,33,Rain,light rain,2025-10-07 15:00:00,784
No,282.2,2.0,0.0,64,Rain,heavy rain,2025-10-07 16:00:00,3931
No,291.8,0.0,0.5,57,Snow,light snow,2025-10-07 17:00:00,2947
No,287.4,0.0,0.5,44,Snow,light snow,2025-10-07 18:00:00,3931
No,297.0,0.0,0.0,100,Clouds,overcast clouds,2025-10-07 19:00:00,1131
No,297.8,0.5,0.0,54,Rain,light rain,2025-10-07 20:00:00,363
No,294.5,2.0,0.0,75,Rain,heavy rain,2025-10-07 21:00:00,309
No,296.9,2.0,0.0,81,Rain,heavy rain,2025-10-07 22:00:00,200
No,302.5,0.0,0.5,40,Snow,light snow,2025-10-07 23:00:00,200
No,284.2,0.0,0.0,0,Clouds,overcast clouds,2025-10-08 00:00:00,447
No,295.9,2.0,0.0,41,Rain,heavy rain,2025-10-08 01:00:00,308
No,314.7,0.5,0.0,60,Rain,light rain,2025-10-08 02:00:00,200
No,277.9,0.0,0.0,40,Clear,sky is clear,2025-10-08 03:00:00,673
No,306.4,0.0,0.0,47,Clouds,overcast clouds,2025-10-08 04:00:00,673
No,304.0,2.0,0.0,22,Rain,heavy rain,2025-10-08 05:00:00,200
No,298.1,0.0,0.0,56,Clouds,overcast clouds,2025-10-08 06:00:00,837
No,288.9,0.0,0.0,37,Clear,sky is clear,2025-10-08 07:00:00,2981
No,293.4,0.0,0.0,100,Clear,sky is clear,2025-10-08 08:00:00,3679
No,284.0,0.0,0.0,44,Clouds,overcast clouds,2025-10-08 09:00:00,4049
No,281.6,0.0,0.5,42,Snow,light snow,2025-10-08 10:00:00,926
No,303.9,2.0,0.0,53,Rain,heavy rain,2025-10-08 11:00:00,1082
No,287.4,0.0,0.0,42,Clear,sky is clear,2025-10-08 12:00:00,1524
No,302.3,2.0,0.0,61,Rain,heavy rain,2025-10-08 13:00:00,1088
No,291.5,0.0,0.0,48,Clouds,overcast clouds,2025-10-08 14:00:00,1422
No,283.2,0.0,0.5,50,Snow,light snow,2025-10-08 15:00:00,762
No,293.0,0.5,0.0,91,Rain,light rain,2025-10-08 16:00:00,4780
No,304.3,0.0,0.5,49,Snow,light snow,2025-10-08 17:00:00,3964
No,283.9,0.0,0.5,28,Snow,light snow,2025-10-08 18:00:00,2456
No,301.6,0.0,0.0,89,Clouds,overcast clouds,2025-10-08 19:00:00,847
No,279.3,0.0,0.5,64,Snow,light snow,2025-10-08 20:00:00,200
No,294.3,0.0,0.0,65,Clouds,overcast clouds,2025-10-08 21:00:00,946
No,286.5,0.0,0.0,83,Clear,sky is clear,2025-10-08 22:00:00,675
No,294.7,0.0,0.0,40,Clear,sky is clear,2025-10-08 23:00:00,635
No,298.7,0.0,0.0,11,Clouds,overcast clouds,2025-10-09 00:00:00,716
No,303.7,0.0,0.5,78,Snow,light snow,2025-10-09 01:00:00,200
No,302.4,0.0,0.5,80,Snow,light snow,2025-10-09 02:00:00,200
No,280.9,0.5,0.0,22,Rain,light rain,2025-10-09 03:00:00,200
No,276.6,0.5,0.0,57,Rain,light rain,2025-10-09 04:00:00,200
No,305.3,0.0,0.0,73,Clouds,overcast clouds,2025-10-09 05:00:00,677
No,285.5,0.0,0.0,37,Clear,sky is clear,2025-10-09 06:00:00,861
No,305.9,2.0,0.0,85,Rain,heavy rain,2025-10-09 07:00:00,2911
No,282.3,2.0,0.0,37,Rain,heavy rain,2025-10-09 08:00:00,3127
No,293.6,2.0,0.0,60,Rain,heavy rain,2025-10-09 09:00:00,4370
No,288.5,2.0,0.0,48,Rain,heavy rain,2025-10-09 10:00:00,949
No,301.6,0.0,0.0,67,Clear,sky is clear,2025-10-09 11:00:00,1298
No,289.1,0.5,0.0,0,Rain,light rain,2025-10-09 12:00:00,1126
No,301.1,0.0,0.5,62,Snow,light snow,2025-10-09 13:00:00,664
No,305.9,0.0,0.0,30,Clouds,overcast clouds,2025-10-09 14:00:00,1326
No,286.5,0.0,0.0,62,Clear,sky is clear,2025-10-09 15:00:00,1576
No,292.5,0.0,0.0,28,Clouds,overcast clouds,2025-10-09 16:00:00,3991
No,295.2,0.0,0.0,48,Clouds,overcast clouds,2025-10-09 17:00:00,4993
No,291.2,2.0,0.0,56,Rain,heavy rain,2025-10-09 18:00:00,3823
No,302.7,0.0,0.0,80,Clouds,overcast clouds,2025-10-09 19:00:00,922
No,304.8,0.0,0.5,38,Snow,light snow,2025-10-09 20:00:00,496
No,298.4,0.0,0.0,42,Clear,sky is clear,2025-10-09 21:00:00,691
No,282.9,2.0,0.0,58,Rain,heavy rain,2025-10-09 22:00:00,572
No,305.8,0.0,0.0,56,Clouds,overcast clouds,2025-10-09 23:00:00,698
No,300.0,0.5,0.0,77,Rain,light rain,2025-10-10 00:00:00,200
No,282.0,0.0,0.5,4,Snow,light snow,2025-10-10 01:00:00,200
No,286.5,0.5,0.0,49,Rain,light rain,2025-10-10 02:00:00,200
No,298.7,2.0,0.0,36,Rain,heavy rain,2025-10-10 03:00:00,200
No,284.6,0.0,0.0,60,Clouds,overcast clouds,2025-10-10 04:00:00,825
No,284.0,2.0,0.0,50,Rain,heavy rain,2025-10-10 05:00:00,200
No,307.3,0.0,0.0,72,Clouds,overcast clouds,2025-10-10 06:00:00,939
No,298.4,0.5,0.0,49,Rain,light rain,2025-10-10 07:00:00,4249
No,285.2,0.0,0.0,28,Clear,sky is clear,2025-10-10 08:00:00,3501
No,296.3,0.0,0.0,33,Clear,sky is clear,2025-10-10 09:00:00,3843
No,301.9,0.0,0.5,43,Snow,light snow,2025-10-10 10:00:00,698
No,292.4,0.0,0.0,55,Clear,sky is clear,2025-10-10 11:00:00,1234
No,296.2,2.0,0.0,58,Rain,heavy rain,2025-10-10 12:00:00,796
No,292.2,0.0,0.0,57,Clouds,overcast clouds,2025-10-10 13:00:00,1494
